<<<<<<< HEAD
8900.64 -6959.31
-5162.07 1060.55
4661.25 1679.31
4190.77 -5700.07
-1074.44 1863.28
-3821.42 -6601.96
829.543 2124.69
9586.1 -6465.03
2254.82 -3278.82
-7127.1 -5211.57
9195.14 2636.49
-8465.22 4976.62
2014.01 9494.01
5842.27 -8886.53
4077.95 -1855.44
-4371.88 1845.68
419.46 9861.08
-4744.63 -3052.71
-6937.09 8366.9
2444.5 4761.55
7352.62 -4524.6
-4993.37 -3617.26
4627.96 2154.02
2548.75 -3188.14
-3073.95 -3959.3
-4037.33 4641.36
7254.48 6103.76
5967.77 290.401
769.696 -3712
-7516.01 -1531.89
-6530.84 -3897.76
-9657.25 -9420.16
-4620.18 8612.56
-8677.07 4489.82
457.193 4034.92
-5156.28 -1553.12
-3287.28 -9278.7
-7103.66 8831.26
6906.35 -5041.1
-5758.13 3122.57
1023.18 -3464.36
-5506.37 -5515.83
-4527.93 -907.772
3070.64 8188.28
497.507 1608.47
-6440.58 -6748.25
2112.09 -2107.33
2103.31 -9647.85
8551.82 -9612.38
4686.83 -8397.25
7414.75 -329.633
-145.533 -5969.47
-8905.8 246.271
-915.439 -5788.34
-4662.91 -9562.94
-4391.61 -9829.74
-8442.57 5678.61
411.554 -3015.79
-6465.51 -5773.47
5258.1 -7066.61
-8516.89 -3437
-5696.84 -6832.54
5550.05 -239.096
1521.35 9411.19
-6201 -174.09
-5926.42 -5317.11
-4612.64 -4618.73
-6938.33 7480.82
-9819.96 -4049.69
-3081.44 -9795.74
3005.26 9356.34
-8064.65 -2578.31
6311.21 -7512.3
842.235 -4559.17
-5937.25 -7354.86
6942.53 3165.47
1972.19 6611.54
227.275 -182.312
-4118.03 8280.85
-3795.59 7444.88
6052.58 5715.17
-5076.49 -551.079
-1992.65 9495.91
-2207.36 979.785
7245.28 -8556.88
4598.13 827.95
-4639.31 7181.23
-5097.45 7225.68
1944.06 -6235.77
-4626.53 1945.57
-868.475 3544.67
-4747.82 3458.12
680.604 -1095.54
7290.87 -2267.2
-4827.16 9986.77
7676.48 -1317.03
4724.51 4875.45
1742.18 773.162
-5471.91 -6434.78
-9414.67 7598.87
-5845.21 -493.007
-5967.71 747.689
6402.52 7201.93
2869.51 7778.26
9277.32 3895.65
-5726.7 -8704.57
2285.9 -897.003
4064.66 -5246.31
5187.55 7116.36
4589.92 2807.42
4374.7 5530.62
-6941.96 6508.4
6626.22 6903.01
-1145.21 -7546.21
-9190.12 1687.47
1317.53 3670.52
-9551.62 5862.73
-5122.65 3576.8
-4804.41 -7707.3
3428.33 -72.1024
8174.77 -6693.85
-3582.03 -3114.36
-3081.85 3287.94
431.119 5821.01
-6359.23 358.642
7699.07 -1780.54
-5485.36 7621.07
7256.75 4189.23
8306.21 2469.8
9906.68 1495.42
-6427.58 -8316.01
-7159.15 -3798.04
6382.27 6739.53
-8728.79 -4723.65
9584.39 4844.44
508.019 -1717.35
-3472.72 -5971.85
-8906.84 2718.8
-5053.5 5868.39
-9979.36 -3101.82
7752.24 -8129.54
6869.41 -5794.12
-1716.62 8741.58
-207.408 -5904.7
-366.308 3463.24
6712.12 -9328.62
-6092.79 -1519.03
9685.44 3221.67
6561.12 -7339.56
4051.6 -4772.06
-4000.97 -4368.55
-2285.47 8181.63
8677.79 7568.11
-2817.76 1972.88
-1758.47 5380.46
9326.47 9978.01
395.642 9555.29
-4255.43 -978.153
174.247 8566.88
3536.07 -9263.76
4000.23 -8051.11
4969.46 1732.58
-572.136 4102.84
-3515.03 2925.65
-8660.73 -846.878
6516.96 -9424.78
-2236.48 -8463.03
1773.23 2709.5
-1411.05 4475.53
212.231 6967.58
4053.05 -441.756
-4586.71 -8767.13
-9101.35 -6341.39
237.876 -2010.79
4659.46 -8532.51
-5871.29 1298.87
-9832.7 1807.39
-3210.03 8947.85
6517.6 1381.09
-8012.39 -4194.68
10.3787 -5565.8
-4462.49 -1022.86
8726.81 -8484.89
-5465.53 876.635
-6401.79 5086.25
4611.66 8138.11
-2705.19 -6056.19
-6454.84 -6543.51
3206.06 4183.81
-2748.74 1858.18
-9541.76 -8426.42
-2919.18 -2694.24
-2101.14 6117.32
-6135.87 -5595.15
2370.91 7825.49
2980.89 -226.838
7530.49 4947.32
9556.16 -9595.54
7714.33 -5272.54
4474.99 -8840.84
-8053.48 5152.65
604.643 2239.09
-7616.32 -7490.71
3686.02 -9086.61
1328.76 -7533.66
1773.27 3274.25
-9644.26 8955.58
-3594.25 -8548.57
4147.93 -5702.25
2291.26 9261.52
-1661.98 7168.52
1323.28 448.586
-617.049 9259.08
-2705.33 -8561.57
5668.42 9080.75
125.825 -5264.23
4036.53 1935.64
-7714.93 -4791.86
3190.97 -9379.29
2329.83 -2509.27
6640.11 266.243
-5254.98 -515.343
-1362.48 755.042
9993.42 -662.826
-124.519 7201.55
-3616.36 -217.526
4034.71 -8641.67
-591.692 -4561.46
-4528.45 -9665.17
-2452.78 -3943.04
9345.89 -3619.5
6988.29 -7792.01
-351.497 -7613.61
-1859.53 6867.52
2408.13 -6596.07
-121.963 -9828.4
-5913.59 -9644.44
5892.02 7253.96
-2695.89 -9859.71
7890.34 -7092.63
-5883.05 3533.25
3383.42 5136.1
2395.37 -961.731
-3816.01 4387.72
4416.01 -175.262
-5634.16 6747.81
-9486.56 -688.926
1225.8 1974.55
6191.06 -6870.53
7053.09 1329.13
-1246.11 -3398.5
1478 698.727
3498.77 3836.86
6155.2 -9515.83
7444.27 -4130
7160.53 7063.02
8108.28 -4134.56
-9543.05 9924.27
-2748.74 1863.5
-96.068 5385.19
8962.91 -412.519
6791.11 -1892.34
-4507.86 -3673.59
-2037.92 8606.9
-3815.98 4829.6
-8960.47 1301.23
9752.29 6786.04
-7050.9 -4549.89
9927.71 -4950.38
-1048.04 5656.77
-6698.54 -2367.42
-9304.75 -4954.58
8350.91 -6207.05
-1861.64 -8515.5
67.9325 1742.29
2631.61 9491.26
-394.976 1645.65
-1492.94 8203.17
-9278.44 -2752.04
6472.22 -1422.41
-6394.75 3481.22
8809.35 -1229.32
-1104.49 -3118.79
2428.17 -9702.8
4983.42 -3577.62
-9026.82 6235.82
5509.97 6039.96
-6402.76 8882.22
3513.57 -7345.17
9715.67 -8655.22
-8312.58 -9598.71
-5458.34 1733.31
-8308.22 3816.86
-9975.15 7682.37
-2399.7 8198.1
5430.57 -8413.44
-4768.53 -4695.1
9528.66 8164.53
1286.31 -1027.27
-5405.65 7170.53
-4862.1 2616.04
7738.03 -6980.94
-8579.37 6498.88
6637.23 -8023.55
8176.88 8861.97
3112.53 -7687.2
1159.49 7468.88
9531.34 -6723.96
-9641.32 -1725.93
-7699.24 -1162.33
4646.26 9665.68
-8879.36 4674.16
-1339.45 7813.61
3382.49 9470.05
3204.85 3864.83
-3785.08 4208.59
-6187.27 -9383.54
-9137.91 -867.749
-4256.37 3202.56
5473.83 -1358.77
3197.42 -1025.4
6176.09 1607.03
9294.55 -6506.61
3371.16 -976.346
-9439.56 9290.86
-8576.29 -1780.56
-5889.82 9748.17
-2426.3 1150.41
-5104.62 6659.05
-1359.09 -2233.14
7534.17 6755.13
-6546.51 -7236.15
2093.18 52.8574
8373.91 370.357
4584.22 7002.18
5587.19 3875.82
852.122 1614.37
-7219.74 -2239.24
5041.6 -5810.84
-2724.91 2366.21
8905.48 -5659.46
1488.89 3811.19
-5287.33 -4224.48
-919.203 -9049.51
4872.5 -7830.67
9900.04 9968.88
6937.6 282.18
2595.93 9792.12
-3918.83 -3745.99
1169.37 -6436.46
2347.94 1890
5264.41 -995.984
495.055 382.601
-9631.89 -3119.23
-4976.82 -5496.43
1451.78 13.5612
7923.83 -4187.91
-6224.11 -8600.55
-9490.1 -148.201
9187.94 1660.23
3543.8 596.682
8426.8 9266.37
-159.575 -1982.56
-860.334 365.413
1495.26 -9187.16
-8540.11 6404.25
-3834.55 -7345.65
1730.43 3339.54
7577.18 9671.69
-7870.67 -2324.5
-7930.14 -1853.76
3901.98 520.642
-9569.37 7673.68
-8512.07 -2337.82
8325.23 2197.64
-4187.92 -6294.86
2297.84 -162.215
-6345.39 -7027.89
2269.19 -1739.53
3659.64 7587.29
-357.412 -7018.36
2493.44 7212.94
7833.53 -1797.92
2323.1 4269.46
-3187.36 -9912.04
8400.53 7657.22
-5085.78 3228.33
-1474.22 2780.64
-5760.65 707.248
6718.82 3267.79
1757.67 1130.33
-2596.6 -1087.13
8582.98 -5855
-5039.76 -3240.57
-4245.65 3319.88
-2823.8 423.081
-9282.48 9419.17
7923.72 -6068.27
-9493.09 9664.74
-4770.8 -2804.66
2053.83 -1279.26
-493.078 -7157.78
-888.376 9057.23
4862.87 -9716.62
-7155.61 -4327.02
-4273.19 461.825
1893.67 6960
-3350.54 7474.13
-2281.44 -4188.68
904.957 9614.58
-7778.77 2190.84
1499.98 -9859.23
-4150.24 6837.91
4729.62 -9282.58
7663.87 6628.59
6770.06 4455.32
628.73 7062.89
6028.81 6275.13
6122.84 6584.22
996.276 4407.7
149.404 -8970.08
-92.1232 -8314.97
-9710.88 9177.6
7999.67 -9483.36
-6794.36 7265.53
-8207.33 -578.479
-2498.88 1318.72
3728.88 -8723.64
1855.09 -1526.54
3384.9 -9926.59
3880.49 -611.515
2272.34 -8708.37
-1549.41 -973.726
-5409.5 2471.66
1181.63 -349.378
8000.44 3476.17
3998.27 -993.552
1373.12 -1965.39
7638.58 1557.82
2236.25 4608.86
1127.62 -8106.47
-5432.92 8970.74
-8853.13 5440.72
2228.48 -5866.26
5723.17 9334.05
-2685.24 9147.04
-5619.43 -5706
-816.665 -5693.17
-5177.5 1829.76
-7295.59 3049.63
-4879.89 3614.61
-9273.8 -4727.99
-3333.42 -4835.42
-8942.55 2522.53
-3857.65 4426.68
-773.435 883.625
-8908.89 8238.48
4174.79 5724.61
-6519.57 5591.01
8023.4 9286.59
-259.106 5202.55
-820.552 8978.87
7858.83 3308.54
6669.23 9676.19
7758.36 -5324.07
-1683.85 -514.933
5513.3 1963.44
-506.823 1824.07
-2795.76 -8394.9
6960.77 9590.83
-6900.91 -3544.87
1323.47 3498.05
-8233.28 3316.82
5732.07 -1135.19
925.778 -454.991
-7025.89 -4212.66
-2223.5 9685.11
-2319.72 -7454.4
-6131.88 1412.19
-5286.84 4136.74
6161.38 -5659.6
-845.557 8719.75
-7242.84 9614.16
5269.22 -195.609
-7595.62 401.581
9368.11 9771.88
-4062.07 8766.72
2252.49 -2377.01
9544.67 -2719.66
-9268.91 -2651.45
-2872.36 4187.4
-2452.05 8439.37
542.023 9784.95
-4291.99 4564.99
3735.56 3555.49
-2836.38 8883.05
-2573.49 7380.81
9296.94 -6315.7
-7994.64 -5853.17
5755.91 -459.516
-3087.56 7377.98
1668.01 -5833
4696.08 7038.98
4179.19 -379.753
-2508.46 370.532
7531.01 -6389.83
6103.1 -5176.51
-1627.65 4127.21
6019.15 3903.95
-6275.67 4758.34
-6522.7 -6981.38
3977.59 -8568.4
-9136.28 6527.99
-4121.24 -5703.41
2741.62 -1610.24
-3308.39 -4169.01
-8614.39 -2082.13
5695.22 -494.483
9216.6 3359.8
8159.01 8536.63
-4831.54 -3630.56
1149.12 -6771.3
-5184.4 5754.84
1568.64 4058.77
-4235.49 -5802.93
-9895.62 4337.33
-2454.12 -6447.45
-2302.4 3500.74
-3120.05 1327.5
-8733.42 -2525.75
9801.7 -2775.61
-9626.43 8520.19
-1123.19 2557.47
3365.48 3562.45
-5825.9 4046.02
1477.59 -6226.83
5710.04 8687.25
6653.46 4755.78
-9539.71 6089.12
-227.425 -2326.51
-1635.34 -5122.93
-1090.69 8689.5
4390.65 -6337.35
8202.85 5295.22
-3162.07 -4921.87
-1904.87 4768.87
-9681.03 -9104.85
-5292.11 -4474.51
-3091.27 5097.77
-1850.21 3470.35
6195.27 3883.14
3903.78 -9203.99
8579.53 -3810.05
4485.26 3788.04
5662.44 8650.12
2505.52 -9664.45
9602.64 -8395.69
-6440.01 2697.71
330.111 8180.24
5293.53 8441.67
-847.836 -9583.29
-6331.79 1606.81
5658.57 3667.77
4250.57 -654.635
-2442.72 5232.07
-4564.1 -8750.72
6585.95 -9877.42
-9821.46 -9307.73
5014.88 5147.94
1434.5 9651.04
4953.31 -9668.22
6210.46 -802.852
6459.16 -813.851
1605.18 -1816.36
-7629.77 6430.69
538.24 6204.31
-4129.08 2488.01
-4071.17 -4204.52
-5370.2 3125.39
8353.15 -8690.56
-2320.39 1156.98
5340.32 -5228.45
5387.19 2563.55
5511.8 -3103.33
2373.04 3761.83
5042.7 -7268.92
-8658.76 -7728.66
4452.02 5168.73
-9165.23 34.1432
-6154.72 -2351.63
-3897.86 8732.4
5364.55 2028.72
-3238.58 9136.16
-8552.36 556.96
830.774 2815.26
-3963.39 7325.26
-4391.42 -6533.27
-4726.21 6640.32
3847.12 -1455.4
-856.225 9418.88
3076.85 -7420.47
4130.88 7638.04
-7520.93 -4228.75
7323.01 -2198.41
-8757.21 -2468.24
-3724.97 -5501.99
8024.02 -224.665
4053.81 -7656.76
-7086.75 -7024.9
-7418.84 -8437.7
7585.48 9133.37
4483.64 -3509.86
9749.67 2622.62
-1635.62 -9822.51
-6901.72 2805.63
-5840.57 -2408.07
7590.64 -4055.92
-7847.26 -8827.65
-6295.03 -558.626
-8824.13 -7175.89
-5153.04 -7117.12
2536.64 -6684.38
-4457.07 -9959.61
8768.48 -8094.8
-9374.54 2101.51
73.1776 9895.54
-5707.1 710.442
403.96 9356.31
-8422.63 883.258
4923.77 -6169.33
-7931.2 247.649
2242 1372.99
-4075.07 -9687.6
587.166 8506.69
-8127.66 -1510.65
-9453.22 -205.996
-2168.42 -4670.16
8620.71 8351.23
-884.961 6465.06
-1784.3 -8669.36
-5880.93 -742.502
771.178 1189.79
-3212.45 8370.16
-2714.09 4242.89
-9697.38 -3801.18
-6441.34 330.724
-1514.62 3729.94
9081.51 -7046.13
-4306.44 1608.03
6193.87 408.57
6831.27 -6919.49
4200.84 3482.71
-6077.39 -2774.72
5253.37 -6575.48
5939.58 6534.29
1747.93 -2474.13
-2719.77 8800.32
6976.22 9294.65
-4800.15 3870.48
-8791.89 -5364.8
-6140.7 -6715.31
-4172.44 -6226.96
3536.5 -1987.27
-56.6168 8441.15
-9656.88 -3256.11
-5458.24 3364.32
4166.83 -8033.99
-7287.66 -3625.35
8694.73 -7703.88
837.565 -3042.47
5230.98 -2862.15
-4099.4 1342.66
6114.14 377.469
4114.64 -5297.83
-560.098 6437.65
-2339.67 -2903.86
-5146.12 9231.25
9602.73 -6843.57
134.131 -5654.8
-175.726 6578.76
9279.37 -1670.04
-8397.19 8479.92
1963.33 -2261.18
-3686.52 715.213
591.531 1856.83
7699.62 7577.92
2140.19 -9758.87
2738.5 5941.03
-9057.15 -3459.92
9180.52 -3034.33
1949.67 8128.17
-9838.08 -8675.77
6329.15 -5975.75
5574.4 8863.85
-5232.47 -2057.01
7781.95 -8688.53
-8134.19 8738.61
9836.09 -4760.2
-4698.41 -6193.84
158.999 -7710.87
3417.45 -2893.27
-7202.65 4997.59
-5549.71 6015.9
9150.83 -2010.77
5036.37 6327.37
4081.03 9889.23
8237.45 6881.8
2458.68 3072.61
1432.51 -3809.04
1447.66 -9102.2
-698.553 -572.961
-9750.14 9338.45
-8718.85 2259.76
-167.787 -1.20648
-277.262 60.0778
9726.78 -2040.3
8692.26 -9166.27
2574.3 6193.71
-2264.92 -6477.16
-1697.55 9315.77
-9805.59 -2535.44
6784.38 5066.09
5772.29 -5153.67
2224.62 9115.24
-236.363 7447.27
6305.79 1390.17
4665.05 5499.44
9084.19 -2100.23
1426.33 -7699.24
-1136.51 -1279.04
3163.25 4666.08
2806.05 1225.86
3060.85 3636.05
-8851.81 7691.4
9421.69 -9711.05
6394.23 7900.7
7039.86 -1127.27
-6074.78 1147.65
8474.21 6053.21
-3655.05 9547.37
2597.53 -3383.47
-6042.23 8159.52
-3022.47 1303.73
-8178.47 4489.4
-6650.4 6677.24
4314.32 -9256.93
-1181.61 746.645
8857.68 -8950.02
-2917.58 4258.52
-7004.82 9950.11
-8465.55 -472.257
2775.15 1956.59
4447.43 7907.44
313.247 4741.86
-3565.06 2102.01
8531.45 8044.69
7188.81 2254.02
3268.12 7307.35
-5424.1 -2862.63
7721.42 -6168.97
-1895.98 -5702.4
-269.838 4835.73
-5947.61 -1500.65
-1427.49 8244.45
4502.74 -2430.87
4338.82 2535.16
8448.58 -4732.85
-4974.04 1358.32
9251.08 2844.37
5360.63 -3946.32
-5746.58 -2833.09
4219.55 -2011.67
9923.5 4227.71
-4908.23 7311.48
4046.67 -7686.18
-1636.12 1727.05
6486.91 5515.04
-8734.01 7495.01
8598.8 -9.83142
-5236.65 7671.11
8397.51 -3091.77
-3457.71 6301.3
5956.34 8217.06
4049.89 6479.65
3503.35 825.64
-3469.05 -4400.87
-5342.98 461.151
-9427.64 9657.18
8214.59 2539.3
-2056.39 -1789.25
8044.93 -8930.25
9212.4 -7164.71
2734.76 3193.59
-5381.32 -3794.3
9266.83 7605.75
9810.84 -9259.65
-6973.69 -6851.78
2117.52 9128.1
-4023.68 -5940.68
-5054.29 -7508.28
8263.9 -8606.41
-7880.24 -3236.38
6207.32 6488.74
-3713.4 8910.66
1388.71 14.4915
3558.88 -5887.03
-3247.75 -4886
930.766 3376.69
-7900.47 -3140.29
1145.59 -6017.38
5867.09 8129.5
-7449.03 4105.53
1586.46 3629.65
3465.81 9787.36
-3757.97 -184.173
4596.06 5972.75
3928.93 -6457.49
9021.03 -3632.17
-5929.81 -2256.76
-9374.98 -5355.61
8237.88 -5967.56
3274.2 9431.29
-8287.96 4305.09
-4302.15 -6318.15
-9161.34 5381.2
1761.16 -153.433
1243.65 2057.89
6986.72 5756.27
5601.38 2406.33
3251.59 9503.17
-229.008 -8930.84
-669.329 -9406.77
342.855 2364.02
-7950.62 -6042.14
9793.5 -563.064
-3417.1 8796.08
-4366.77 7648.52
8652.21 -2310.09
-5753.32 4001.21
8310.38 -7392.16
-5.05458 -4952.34
5978.69 3801.54
-7481.48 -1238.23
9047.31 -1902.5
4678.34 8854.31
-5549.07 -3155.38
7465.26 8625.13
2531.91 -6267.6
390.418 1761.11
-962.993 -5025.15
2243.36 4217.07
-3686.77 -3536.85
-3888.77 1485.28
3082.95 -4862.16
1614.26 -9098.86
-4462.18 4203.74
-7707.51 -138.617
-9734.43 -6506.88
-1077.98 2421.85
4046.88 -4136.14
3904.58 4301.2
-9813.25 8733.93
-8847.09 6932.92
1634.37 8839.86
-8539.05 4213.46
-4336.12 2789.22
-1548.37 -3501.04
-2035.96 1577.67
-4052.85 3818.83
3142.29 -7536.35
-3366.73 -4595.67
651.024 1762.69
5465.87 4931.63
5855.88 -152.437
-2002.75 -260.542
1075.73 -252.328
-884.181 -421.861
9779.74 8047.98
2415.11 -9236.22
6887.87 4444.26
-5379.34 9498.14
-4766.94 1973.73
-7565.98 -1363.77
-870.155 -4699.76
=======
8134.11 -7798.17
-6563.25 7823.62
7674.91 919.26
-5884.95 -2566.39
3574.87 -4388.87
1.25648 -27.3207
-7329.86 3974.22
-18.3991 -2760.33
-2045.72 -6830.06
1837.24 -4816.65
8510.74 3346.87
4960.23 9958.31
-4294.1 -4358.8
-3516.79 -1137.55
8034.5 -5500.3
-5189.72 6168.61
-3298.47 -1752.97
3992.23 -5623.56
9166.29 8107.28
1810.05 2741.16
-6281.58 -8188.69
-7286.16 -3611.44
5785.53 2695.44
3628.22 -6260.19
5865.38 -4534.54
-1076.84 4376.12
8812.32 -6116.61
4334.43 -5481.77
-475.414 -9182.36
3380.68 -2440.91
-4682.66 8190.96
-6272.3 2018.87
-3562.01 7719.93
6395.31 -4395.73
5827.21 -1794.63
8345.43 9545.63
16.6781 -8940.73
-4065.82 -4197.79
3754.71 9562.4
-457.982 -379.914
-4972.14 8465.18
-6003.8 -6159.81
-7651.43 8330.64
-1641.59 1873.15
9148.28 -8260.91
9432.24 -5534.38
9930.05 -6840.06
6484.49 -3631.97
-9120.13 2879.8
1972.3 6707.08
-8914.83 317.736
6252.7 1101.85
1377 -7813.11
6904.05 -4868.29
-8250.71 -3553.93
4751.8 -3222.85
-5088.75 8748
617.334 -2740.19
7078.64 8975.75
9132.97 6226.91
-9285.17 8565.21
-9307.47 -9355.12
-8274.86 7177.02
-2987.09 -7394.99
56.8222 8985.22
9312.09 1141.99
-697.046 5564.79
-7756.16 -9320.04
7751.68 9147.89
-4188.33 9500.97
-4406.04 -9436.53
-3721.88 505.213
9311.47 6895.45
7765.03 6390.11
5871.2 6897.99
2617.03 6586.03
5463.2 3309.56
7230.91 7188.34
486.58 -5756.18
9793.36 -9456.6
-6770.96 9105.44
1685.39 2532
4670.24 3929.23
3211.95 2421.92
3077.12 9023.63
1922.88 8671.08
9587.09 8201
-823.707 8898.57
5096.45 -3058.68
5288.68 967.646
-6160.69 -2094.3
-2446.32 9302.51
-8784.74 -5215.41
6490.86 1701.84
-971.59 6284.21
2245.24 2257.45
5389.66 -6069.37
-5210.55 59.8942
7859.86 8001.4
-7518.19 936.979
7025.03 4404.7
-391.941 6612.12
2605.7 8784.35
5510.69 -2297.85
-4274.33 799.365
8669.79 -435.015
8705.07 -3776.53
-1132.5 9920.33
1008.06 -4641.65
1622.17 -9963.53
-8357.44 -6132.59
2293.92 7032.22
-2201.95 7083.36
-2907.89 -4342.09
5084.77 -426.075
6594.89 2109.79
-6021.38 -3797.05
-1278.09 6584.32
-5012.7 -5767.4
-5713.53 712.972
5031.97 -7043.74
-9722.04 3737.03
-820.271 -854.546
3657.36 -9812.22
4503.81 -4720.47
-9775.75 6146.37
-853.055 2518.17
3178.59 6944.99
-398.469 -9729.3
-7397.1 -5313.7
-155.374 9197.79
6796.09 3823.25
-4599.26 -4482
407.566 388.038
-249.395 4694.03
-8898.99 -5217.43
7650.29 -8621.03
8519.61 -3169.98
524.421 2176.97
-2982.2 -4971.77
7456.5 -2757.95
-8825.4 -3396.55
9760.22 4353.19
-6451.56 -638.247
4623.89 -3848.66
4048.05 -5531.49
-4650.87 844.14
8291.76 749.872
6362.14 -1300.67
-8862.09 -3887.25
-6606.64 -7761.08
895.321 -8956.35
-6382.11 -585.072
-2126.33 4142.31
-8408.1 4891.47
9170.53 9048.4
-7866.47 -9654.87
-4348.15 -8106.25
4698.32 -799.708
1255.5 -677.798
5351.64 -4696.45
3790.71 -9299.23
6147.69 2082.47
1450.64 2509.84
-9218.2 2588.55
8622.59 -5824.84
4827.47 -482.094
-4781.19 8445.36
8932.83 3092.48
2587.66 -9475.27
-2016.05 1758.2
9573.13 117.48
2103.33 -4775.01
2011.23 -3198.36
4425.28 -6733.27
6123.84 -223.087
-1429.71 -85.4408
477.683 -5282.02
-8002.97 -8071.68
7227.82 -7221.17
4516.88 5850.4
-3046.01 -655.655
-4631.69 2172.79
-2210.3 -5698.86
-4734.73 -9622.64
-5174.12 3249.22
2135.56 -5600.99
-6633.3 -5761.12
-376.004 5377.93
1040.53 -5950.73
8644.66 -2835.63
3826.19 -2785.05
7078.93 -5696.13
1932.93 9075.96
-3767.81 -839.246
-8145.21 -9250.93
-4988.84 -1191.22
93.4136 379.469
-9018.42 7883.11
4680.61 -3753.15
8260.48 9506.49
9496.07 396.033
-6094.5 -7137.23
4634.92 3529.5
8240.7 -4324.56
7578.77 6885.36
2839.81 1404.96
-5899.69 -81.257
5708.83 6033.25
-1005.29 -8058.98
-4806 849.5
-7309.91 205.16
9658.28 2783.5
-9415.37 -9360.14
666.618 5265.24
-3113.3 -1072.91
4771.73 -3617.23
9323.13 8677.23
-754.466 3958.04
2206.73 -2513.77
9633.49 -214.497
-5628.41 2473.3
-8809.54 -1528.1
-7607.96 6899.29
-5494.85 1386.75
8840.31 -300.849
-7763.75 -8469.6
9904.31 -8105.47
4313.9 -9511.06
-7465.61 -5019.48
5754.18 -578.912
3907.62 525.913
5803.86 3230.74
-796.853 -4950.61
-2811.21 -8590.12
2535.62 -3177.73
1195.38 6907.21
9295.57 2385.84
-4620.89 -8312.39
-714.869 -115.741
3074.36 -1874.56
9583.41 5310.6
-344.158 9487.72
7205.13 -6030.25
9976.66 9739.52
-1049.73 5730.84
-839.396 -7142.12
-3743.25 -5035.54
6088.63 5459.9
13.849 -6722.59
6869.78 -7450.53
99.6828 -1934.84
9456.67 -604.748
-9549 -5164.22
1082.86 -263.866
4720.04 -5842.78
7861.58 4303.45
9467.82 -2482.58
3791.17 6672.96
1487.16 3767.83
6412.47 -9562.57
-501.33 -4426.92
-6704.68 5755.42
537.536 9383.94
1215.32 -9448.61
-7338.64 -1914.9
-6899.15 2761.04
6150.26 -7442.47
-7843.71 6601.27
-2606.69 3239.15
-3662.6 -7886.65
7396.37 -5801.03
6416.81 6864.2
1716.39 207.977
3537.15 -6796.44
-6024.19 -50.3765
-6359.01 3474.48
5522.7 -3063.69
-770.099 -3939.76
-3679.75 -9554.77
-3388.38 -1018.39
-1469.67 -287.527
-8257.35 -5319.41
2270 -6101.06
-8718.14 9663.31
7138.09 -2380.74
-8223.34 4534.47
1818.23 8193.47
1398.66 -6465.38
-1598.55 -5064.18
-3261.82 2377.25
4885.44 379.171
-4148.27 408.138
7315.48 5081.63
6468.37 -6364.27
5526.86 -6920.01
2617.34 -5942.81
2792.47 4359.99
