<<<<<<< HEAD
2600.78 -8613.92
5922.21 -5347.34
7292.74 9052.52
5724.19 6477.24
2947.42 -2731.01
-24.4564 8961.51
-3856.56 2715.97
7252.92 -151.044
1411.4 1340.25
5518.14 3347.35
-1140.01 -224.123
-6841.93 7621.44
-6527.55 -8499.43
-9946.9 2404.57
-6353.37 -1118.8
-3593.38 6042.13
-9953.63 9299.92
3732.21 7222.23
3949.1 -7553.47
8814.94 -7262.01
7348.85 -7817.86
5237.11 133.186
-1545.93 -2393.04
196.259 -1467.5
-4234.92 3733.34
6268.48 -5689.68
-6441.38 -224.009
-4913.05 6424.7
-39.8398 -9587.92
-4133.57 7085.63
8262.74 -8120.68
-4201.2 -9546.74
7968.39 4658.98
3451.41 7864.59
103.668 2356.18
292.142 -9967.04
3970.14 6120
-1169.62 2135.87
-2362.53 -7014.55
6488.09 5399.03
1432.06 8600.79
-6530.03 9744.23
-8769.49 -8895.15
-748.228 4528.75
-5298.56 7019.45
-4032.13 -7986
-663.221 -6751.89
1002.55 9796.8
-5149.24 -3261.93
-3280.66 2027.3
-7203.71 7275.09
-7609.45 7988
-5726.91 7890.8
717.301 -4324.26
2084.27 -9649.93
-6437.69 1767.41
4860.79 -4715.04
-5728.9 -5543.13
-3452.14 -36.4689
7066.7 -9977.47
8676.69 9048.73
1944.92 8211.08
3607.36 8921.91
-9416.95 9243.55
-3606.59 4056.09
-9361.23 5725.92
-4398.65 -8112.32
-3757.63 5538.47
5026.75 4584.33
8905.39 -7053.49
-8021.93 -4608.8
-48.8323 -724.813
-1929.47 -8636.55
5489.14 -4106.48
2401.41 578.836
8493.41 8734.73
4611.6 7205.68
5882.73 -8874.28
9968.44 -432.177
-3591.4 -711.768
-2691.11 -9515.61
-8853.39 1136.06
-6185.75 -3905.58
-1022.39 -3301.88
5383.09 -6332.77
5209 7684.86
-603.291 494.165
5429.54 -5729.91
-2647.82 -1918.88
9419.77 -1969.62
-3430.18 8995.78
-7900.9 9528.91
-7669.8 -6410.58
-2538.48 -4286.44
-2139.68 -1645.59
2583.46 272.227
-4675.96 -8938.58
9314.64 -8804.57
1591.57 9528.43
4351.84 1337.44
-1716.04 -1403.92
4283.15 6980.68
4360.8 -7997.44
6982 6429.44
-373.192 7757.42
-1101.56 6027.52
4491.84 -5633.65
-4821.15 -9088.91
2700.46 6666.91
-9191.28 2164.12
-7587.26 857.986
175.285 6022.97
8049.5 7958.97
6427.48 6650.56
-4082.17 -9014.53
-7130.34 392.349
-5786.06 -6370.68
8003.86 880.398
-3156.28 -7524.74
-8331.26 -3453.8
-8038.28 645.258
4852.36 -6457.32
-8194.67 -7748.66
8219.62 7114.17
7897.4 -8435.48
4830.54 6944.12
9763.54 -4224.05
6411.13 -8126.38
-70.622 -6944.11
-9650.06 -8478.02
9866.04 -1446.71
5195.56 1852.31
-8203.01 -7983.58
-68.1565 -5506.3
-4415.44 9685.08
-2799.47 9279.18
-4738.14 6159.11
-3918.49 1938.62
2326.41 -66.741
-1715.24 -7954.78
4079.81 9390.56
7093.5 534.016
-4793.85 9779.73
7910.86 -2126.94
-7441.46 -8662.44
-9637.74 -1544.28
5276.46 1523.22
700.697 -3385.51
-320.167 -1044.99
-3212.62 5455.93
-2124.89 7045.12
7339.5 -5009.7
1916.03 2797.43
-3580.6 920.261
6834.78 -7879.7
5813.25 3351.75
-7077.2 -6565.86
7667.28 3895.86
-2295.78 -5169
4547.04 2147.83
-1433.8 2081.79
8606.4 7830.94
-5451.69 -6520.85
4015.43 7279.8
-8353.53 2230.21
3137.79 -3126.24
-2678.22 7184.66
-7437.14 3987.55
-1180.99 -8907.83
6029.07 -9386.71
-2481.19 -1385.69
-9235.6 -2712.61
9226.39 7860.69
-5379.56 5682.78
-9438.66 4379.16
494.711 -5392.01
-3473.49 1049.84
4609.84 -2474.89
4605.74 8613.93
-5618.86 3752.01
-30.45 8226.59
4333.93 380.824
501.906 -4472.57
9553.15 -264.866
8397.09 9862.61
963.894 166.048
-9238.42 9839.25
8231.99 -4965.65
2330.64 -8970.75
8598.3 -8311.1
-4737.77 -7782.03
7375.58 1354.85
-9087.46 7017.77
7728.45 -7894.69
-6010.98 -6503.9
8945.83 -7497.67
6584.75 9912.08
-7744.05 5732.45
5260.21 8344.74
9990.09 3515.91
-8136.94 2465.2
-7336.3 -1227.68
6396.59 7514.96
3969.83 995.762
-4221.03 -2892.78
1050.1 8964.43
5150.44 3407.01
1547.34 6072.03
-7356.72 -4405.99
8555.06 4854.14
3508.13 1057.82
-1203.15 -1328.28
-4342.57 -5549.17
-4949.81 8481.19
3436.86 3229.66
860.203 -2571.82
-4628.49 8934.72
5894.92 -4143.82
-5139.26 4527.44
-7271.41 9417.73
3801.6 -6577.38
-5992.94 -3425.87
1360.74 9949.61
3019.52 9045
-703.291 -213.938
4348.47 4691.9
-3288.3 -6492.8
-4468.68 -5074.91
5941.18 -6579.79
-6488.46 8489.21
-1921.57 4091
-2530.99 1664.73
-838.293 -9186.55
1713.53 -677.996
4922.27 8538.19
1398.85 -9472.09
2610.67 -2508.15
5522.47 -3773.82
-6518.34 6311.94
4840.53 -5174.47
-7342.83 9084.97
-8858.01 3363.87
-3494.09 -5113.29
886.661 2106.51
4156.71 1906.99
-9255.46 3440.78
9151.17 3649.73
1057.03 5432.7
7375.45 -878.642
-7341.44 -7629.07
-1846.2 -9008.9
7416.43 7903.52
-5467.07 -5105.97
3926.11 6089.2
1211.69 4841.97
-928.693 -8536.67
4148.92 -9095.32
-5045.32 3306.79
-2774.05 -3375.07
-4800.06 5360.62
-3997.03 1888.55
844.42 -7833.3
5656.64 -8932.03
-621.405 -3951.6
5470.77 7236.7
7220.36 -7454.21
-2928.4 2459.63
-916.356 -1191.26
-1553 -1285.45
-4543.25 1625.65
2362 -1889.67
339.58 7313.81
3139.85 -8542.14
-7715.44 6655.01
-9196.18 -211.701
1946.66 -2512.35
-5096.26 7086.97
-9349.46 3614.57
-9840.74 6674.64
617.037 -9450.98
-2601.23 1119.07
8230.35 7466.59
-9005.07 -8269.76
-9799.39 1716.49
9045.12 1320.92
719.588 -5891
9962.02 -8370.02
5111.15 3150.86
-3504.54 -836.414
2390.82 2488.86
-9660.32 -1044.46
5821.67 4786.3
3322.74 5238.4
1872.34 8337.44
7398.32 3494.7
-4567.48 -5682.24
-1377.09 -4784.77
2350.88 -8678.18
5826.59 7555.32
2247.29 -9779.87
9726.51 -6500.55
5306.8 -8639.38
-2135.89 2145.11
-7105.21 2796.06
-6699.69 -1705.91
8713.01 -369.406
-8606.06 -2084.66
3126.5 7060.52
6084.43 1081.25
-7432.68 -1132.09
-7085.37 -3866.67
-7103.72 7710.68
-6674.16 7388.87
4715.98 1509.52
-9553.12 687.49
-5356.53 -7175.22
6143.23 9264.77
-6965.52 -9429.97
-9537.28 6971.56
-8914.26 -1917.07
-114.212 439.795
-8368.26 -5289.67
-3565.14 711.893
4789.52 -2572.63
1752.37 -7862.69
-8262.55 -8757.39
-5375.11 509.762
7569.24 -3807.97
-631.985 -1767.18
-968.11 8980.11
8704.05 8945.75
-8779.32 5956.56
-8015.49 3710.35
-230.35 8503.86
4318.39 -895.94
1936.49 6554.42
164.993 -6961.39
-112.759 4867.77
-7362.39 266.173
-6427.37 -4876.01
8960.25 -5034.72
1461.25 -748.938
-7408.03 -6733.04
-2217.96 2786.66
-4576.5 2785.79
799.461 -3463.62
6918.62 1245.87
-630.519 2868.67
-6318.59 3413.32
7589.32 -6344.32
-9052.6 -7000.52
2340.27 -7063.36
6067.49 -3656.62
3174.38 -8179.45
8026.01 -6910.79
-9566.43 -2930.19
-7762.2 653.218
-1367.13 2616.57
-3283.41 -4199.62
-3041.64 -896.777
7867.34 6334.19
-1298.5 -3957.55
5535.24 -9303.12
2412.82 -7680.75
9595.71 -4907.32
2615.63 929.868
8297.16 -9649.15
6749.12 -7582.59
-619.738 4065.24
4444.77 3169.09
2962.62 -7297.72
7166.82 -7223.24
-1002.91 4082.35
-7924.11 -548.451
2185.48 -8628.33
3603.26 71.4638
1091.68 7878.93
1106.85 2804.43
-5873.57 2946.38
-240.473 -1625.6
-1489.51 5722.29
-5458.26 3002.9
9751.78 -1887.77
-7750.75 -6816.38
-2840.5 -224.26
-9135.06 7049.51
1113.05 7011.91
9252.54 7362.98
9574.08 -8480.84
2559.71 1023.62
3937.66 302.903
-9114.2 -2406.16
-309.973 -9710.12
2045.41 -2830.57
6563.18 7406.55
1846.6 -4271.54
8297.72 -285.994
-6702.66 8400.67
-9947.91 5477.39
-1543.08 5466.15
9555.29 -4249.64
-3640.19 -677.815
7967.98 -2216.17
-7233.96 -1186.75
-5691.22 7648.8
-6594.68 3219.4
8470.96 -8600.67
8509.01 -9099.12
-8868.74 3167.51
-3728.12 1491.1
1000.22 -9287.15
-9078.69 -5568.33
-7001.47 6375.73
-3105.13 -7892.93
3458.28 3252.82
-9886.09 4536.07
-2314.84 -5546.91
-6887.05 9360.05
-5639.18 2281.25
1042.63 3534.97
-7841.99 -401.259
-3964.94 1286.3
-1135.59 -5888.64
9592.87 7420.07
9117.47 -2657.11
1921.58 -4067.05
5036.62 -9512.45
4307.7 -545.707
8301.58 4634.52
-7596.23 -9891.19
-1238.59 2988.45
6803.43 5262.11
268.184 7366.42
7400.93 7405.17
-1284.08 -1573.64
-8119.92 8422.11
-9617.49 -1095.34
-9370.24 -5616.02
-8484.6 -693.947
-3164.69 -8948.96
-5101.32 2140.96
3174.84 -543.572
4184.39 6977.87
-2978.71 -3247.34
1957.53 203.474
-217.472 4947.89
-812.552 3437.3
-9264.07 -1247.19
-1507.31 6713.04
5992.13 9650.52
-3652.41 -5989.31
-2289.72 -3314.91
6260.25 -3955.95
-7713.92 -7881.74
-8371.7 -3183.83
9323.87 6349.91
2995.64 7686.71
-9415.84 8056.89
-7809.94 -1646.21
-7828.11 -7078.1
-1548.19 -382.079
-1596.63 5410.67
-2802.27 2218.29
2757.23 684.108
-2199.76 8607.99
-5536.09 -4989.39
3278.47 1241.36
3533.37 5378.36
-5881.7 6192
8956.9 -1447.19
-2915.68 -3911.32
2441.07 7019.69
-33.0105 5192.99
-1455.69 -5707.48
-5594.48 -6438.17
-6291.25 3031.09
3596.8 -8596.73
-5312.15 -1347.11
-936.893 -6354.97
-7900.63 -5904.41
4629.58 9294.93
-186.506 5396.59
545.54 8887.97
145.756 9725.03
8628.82 4523.64
8767.74 -525.113
-5581.94 4392.48
4414.65 -2996.96
-9824.38 1628.29
6728.75 -9953.22
-3761.54 -126.336
-3323.33 4810.05
2568.53 9271.17
612.938 1652.24
9203.7 6570.94
-2264.99 -7767.11
-1755.79 -9553.43
-4520.33 6768.49
-2068.71 -8827.55
-4710.35 -6787.28
6141.51 302.824
9557.19 7738.93
8130.53 9843.49
-520.815 6657.96
269.134 3332.21
4488.74 2262.45
4985.04 3590.68
8620.18 -560.814
-5595.08 3572.57
4137.48 -1377.94
914.417 8612.12
3940.79 -7213.47
3293.09 6884.48
7474.71 7383.97
2348.92 -1634.24
-6645.5 9104.09
-7593.23 660.111
-5511.2 -6674.96
-6129.46 2125.28
-451.404 -6752.99
2493.65 -9179.89
-6399.91 -3304.92
-5831.1 -3310.82
-4898.38 -7048.42
-2851.47 -4629.33
-5130.04 -664.156
-2468.33 -5291.34
8525.09 1174.84
5537.93 -3981.09
9851.69 -2596.24
4990.67 -1801.5
2126.11 -6520.31
-6859.34 -4920.73
-2772.06 9938.03
8425.93 -5473.35
9462.5 -3710.06
5000.21 -1483.49
6901.28 9805.34
-1615.97 311.278
-8353.19 7851.73
4100.26 -6935.41
-3461.46 3235.95
6567.22 -4805.51
-6232.16 -3885.45
-2757.63 -7514.49
3910.54 4403.12
3219.95 -2289.39
2281.25 1040.29
4073.63 5476.41
2003.7 -3795.11
-4401.45 4751.02
-9548.06 5803.95
7012.2 -5933.15
1517.98 -7368.03
5561.31 8998.13
-8422.5 2962.88
-2855.16 -6723.12
4581.85 7157.97
4077 2068.42
3857.5 -7046.64
7183.48 -7321.28
-8809.27 2601.12
-2952.01 5619.67
9766.95 -6855.82
-5817.25 9557.95
434.393 838.19
7460.83 -5795.82
9704.45 2723.64
-3714.04 -1899.44
-3865.79 7719.26
-2349.34 -5306.03
1565.73 -4791.7
5829.24 -7990.9
-3116.06 8450.2
2475.84 -8592.05
-6514.86 4780.71
9455.92 5730.26
8543.74 -5403.8
-1706.34 1460
-1699.19 1717.65
8492.08 6416.9
8824.18 7956.8
9993.54 1416.17
1573.52 6199.33
-7795.32 4071.42
8352.97 8290.18
-6968.3 3735.78
7292.43 3826.7
-4687.71 -6308.5
-6918.67 -2070.77
-3452.35 -3669.63
4594.69 2919.86
-5887.56 7841.77
-3288.56 9159.34
1028.5 5944.4
7446.89 -90.8595
-7074.83 -6676.89
1573.62 7765.7
-1822.4 -9079.4
2590.37 -3674.93
-4476.75 -754.729
-4723.14 -1790.64
4748.49 7797.29
9074.04 7333.6
-4190.15 -3857.99
-1208.62 6757.59
-5172.57 4650.12
-5483.14 4802.27
-8280.85 3729.7
5006.95 -8249.39
-7549.28 -823.65
-3085.27 5876.98
-5536.83 2531.62
8906.03 3667.23
-4928.98 -1326.35
8074.88 -5507.66
-7256.86 -5980.37
7955.6 9696.16
3424.13 9394.62
-4571.8 1685.14
2180.05 22.5978
-198.431 4975.02
-4902.12 9994.54
-1757.61 -74.2366
-7694.27 2469.31
1665.82 -2533.98
-8607.64 -8558.92
-9749.45 937.126
-9716.82 9347.26
-672.277 1044.64
-2763.12 181.308
7237.18 -4766.85
3564.05 912.574
-2362.3 -3163.35
-6397.12 3665.97
-6011.02 -7297.02
-1093.62 -541.026
6980.38 -719.764
2932.01 -1768.96
9109.8 8446.97
8212.02 -584.625
-5792.08 -7562.97
9126.02 970.225
6579 -6763.62
3835.64 5653.71
1986.62 9078.57
3503.43 2071.44
-5283.94 -7145.68
2585.02 6350
4495.64 -1780.81
9900.22 -7058.82
2358.78 4071.44
8743.03 4133.54
-7599.04 2858.36
411.54 -3247.46
15.9641 8308.99
9214.2 3023.16
-9708.81 4042.36
-92.4618 5993.85
-1359.67 8099.41
6796.74 -7163.06
-9535.47 -2638.49
-5052.14 8661.12
7521.05 6278.01
-5468.56 9895.98
1707.76 2241.68
-4001.69 3664.3
5913.44 7195.57
-4065.93 3840.73
-8930.39 6991.12
-219.74 6832.22
9113.14 4621.36
-8790.56 -2936.14
-7778.19 -8095.07
6202.62 7466.67
-7606.5 -2467.02
-3128.31 2495.06
-5449.56 9327.52
7592.51 7233.9
229.741 1250.49
-3067.6 2856.55
-9997.19 -2800.26
-4015 -86.5869
4734.61 -5378.58
2198.46 9494.14
8066.37 -8477.9
-8001.59 -2660.95
-2578.35 5667.26
9558.5 9636.32
-2292.02 -2025.54
-3316.71 -3888.49
6176.56 9463.92
80.0664 5676.34
2238.59 4053.29
3687.59 -2618.93
3712.97 3881.26
-7691.59 7483.77
-330.382 7261.37
1837.14 -3205.53
4665 4633.53
-4256.7 -2273.08
-3624.27 6933.61
-6780.88 -6295.38
-6429.03 7311.74
8384.04 -9443.99
-5166.56 5630.16
6089.88 -7303.9
3392.3 -5678.9
-5333.09 6793.1
-8385.3 8224.51
9392.32 -3228.12
4980.43 6148.45
-3055 -5448.15
-6996.46 -9552.32
-5769.6 -9737.17
7386.42 3504.51
347.735 4389.69
-2485.18 -8453.91
-4941.85 2366.74
-2252.14 8364.34
-505.985 -4096.76
5792.84 243.412
-8970.91 5884.9
7537.75 6897.02
-1782.77 -3025.63
8204.95 544.096
4620.44 -4335.45
-5921.71 -6181.24
-8160.1 -6739.67
6351.61 -8564.12
2855.05 4764.49
-3228.71 -4945.91
-5859.01 7602.75
-583.468 -6339.02
132.481 6602.76
-7434.87 2168.97
-6189.27 -3007.19
-1783.33 7547.04
3046.86 8597.19
-6982.47 5561.05
4600.81 5755.85
-1443.45 -18.2854
-7323.13 173.42
-5330.09 -2852.82
-7410.17 -2693.02
-1523.89 7900.67
6489.35 6504.71
4646.86 -302.634
-6373.27 4464.05
7226.64 -1796.82
888.339 -9681.77
-1578.37 -7588.1
6875.08 9501.48
-8669.88 5377.8
4701.92 5186.82
-5142.56 9060.09
-7145.05 -6845.94
240.623 4146.94
-2296.66 88.3075
4184.76 -6709.7
-9860.31 -2218.67
-9192.07 8946.48
3503.85 9253.54
4313.49 -3253.61
-3361.92 -3811.57
-1038.25 -9877.4
-9526.41 9666.88
-8664.47 -3742.09
6759.35 4412.36
-1464.66 3531.6
-4315.04 -2880.68
4487.49 1183.38
8998.72 1552.2
7873.87 -3872.03
2870.02 -3574.07
-9359.05 2440.36
-4849.94 7126.74
-950.76 581.237
8844.92 -3475.65
4755.99 -6098.14
8516.07 9656.96
4482.5 -2570.36
-10.3345 6308.84
-7339.91 -1807.85
-4483.29 9406.41
-6549.32 5539.23
-2181.99 7314.52
-4868.12 1549.12
-3904.45 -2093.85
8731.02 2191.14
6530.3 -5261.28
-6385.46 -376.299
-4456.21 4544.84
5120.49 136.713
-2258.05 8967.26
-7245.98 -3258.12
695.374 7153.45
8054.15 6086.48
-4448.6 -7660.1
-3275.23 -6790.33
-5156.9 7978.17
9136.55 -2069.77
-6693.12 8719.15
2719.53 7139.36
-8780.71 2664.19
-2888.29 -3513.25
-7233.97 -1382.1
-8874.41 7739.96
5498.03 5349.16
3249.67 -2834.29
4045.68 -4337.41
1196.58 -9044.35
-8360.77 596.066
-1919.66 -3689.56
9604.48 2543.04
851.807 -3678.91
8512.62 -8342.86
1611.38 2395.81
6419 4210.48
5542.87 -990.582
-8704.35 6016.1
-7356.42 673.325
-3420.44 -7291.76
7443.74 6994.9
3308.78 -9372.35
-1141.32 -2181.78
-9260.35 1329.49
4662.33 -260.715
-1840.06 -5970.68
-9203.02 4884.99
2017.77 -7386.48
-4527.11 -7075.13
8218.91 -4741.06
-2913.33 -4265.44
-9216.29 1788.23
-5232.73 -6467.8
-4284.69 7263.99
5824.46 -8221.05
8817.86 1834.99
724.456 -4062.24
5936.7 -1811.7
-9261.52 1656.97
8647.3 -4910.69
6015.33 -353.983
-9392.96 -7403.22
-5911.85 -418.117
-7284.2 -5567.15
-7162.25 4145.65
-4061.79 -6500.52
5783.74 7273.42
4452.45 -7715.85
-269.759 6168.87
199.221 8309.93
5035.99 -184.327
2010.54 -8850.95
2154.69 -6115.07
4036.47 1011.03
-7589.22 7995.37
-1735.62 9499.29
-5508.44 -360.233
5562.46 8188.86
-9873.71 -7450.78
-5212.68 -9490.95
5644.28 3379.61
1094.64 -2386.69
6919.92 3057.49
7292.77 9565.3
4080.07 -6262.05
-6295.94 4178.39
6181.43 -8675.23
-4640.32 -9783.52
8331.46 6905.07
-6427.91 6189.72
-9317.18 6153.68
4816.65 -6516.48
-2456.77 9014.87
-7024.15 5181.61
7401.21 -7845.79
-4154.24 -264.129
780.126 -8418.23
-5183.22 5577.78
5739.96 -8556.96
3164.66 8366.67
-1310.12 823.065
-6744.65 2661.11
5252.15 -7097.31
-4556.22 3594.75
-3108.99 7241.96
-4360.61 -8769.64
8647.53 -982.949
-430.313 7733.01
8762.25 7162.55
945.403 9392.98
7762.61 6127.08
-2185.49 8498.26
-9761.3 1768.08
-3856.87 -2470.41
-208.525 -4685.96
3141.97 7147.36
5644.54 7821.07
8789.41 3633.66
-9130.22 8464.72
6631.01 7385.01
-193.107 -5551.74
-8077.49 1607.36
-5027.42 4158.69
-4967.59 9694.36
-6808.82 4180.54
2292.77 -5428.47
3652.61 9444.18
8330.92 -2271.66
253.985 8725.24
5057.13 -4742.88
6412.32 -8210.77
1508.11 6807.17
8167.65 -6344.33
-9071.69 -7952.72
-1336.72 -6169.68
6115.43 2082.96
8385.52 -4609.36
-9457.22 -7561.45
-5311.5 9693.86
4682.35 -3702.73
8186.48 -9851.9
-887.903 -2983.2
1424.17 -3991.84
9201.56 -9391.23
1598.49 5777.41
888.022 4990.66
-1981.51 -3243.02
-5442.72 4187.63
1432.81 1166.65
7911.85 -5462.56
-9290.68 -8474.1
-4257.84 -1576.35
6313.54 -8257.26
187.736 -4720.42
3875.44 -5411.48
9291.77 6728.8
-9112.82 766.155
-3226.84 6527.84
-6643.99 -5594.04
922.063 -2893.76
4500.3 -3473.13
7024.02 -7334.96
1291.76 -9402.56
-8843.06 -5313.57
-5210.65 4562.52
2345.02 -7190.88
2856.65 -8204.64
4614.73 -172.003
9139.63 9742.67
5033.46 -2702.64
-3331.11 -5884.83
-6417.01 9314.24
4464.91 1724.52
4063.45 -5588.61
-7831.39 -2237.09
1167.03 -5796.06
5657.59 7164.15
7885.96 -709.654
-7148.91 8303.2
-8179.49 7326.17
-9019.8 4205.66
4575.01 -7808.57
1322.78 -8096.71
-1466.41 -5968.02
-4438.38 4202.59
-7108.77 2946.09
-5103.94 -1837.91
-9748.83 -8642.69
2325.07 -2614.67
-4713.63 -2000.13
3876.74 -3675.77
